;PC Software:StarLab Version 2.10 Build 25
;Logged:20/09/2022 at 16:24:22
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:.8-6
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 20/09/2022 at 16:24:22.808000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  9.150e-003 	             	
         0.003	             	  5.490e-002 	
         0.064	  9.210e-003 	             	
         0.067	             	  5.500e-002 	
         0.128	  9.260e-003 	             	
         0.131	             	  5.500e-002 	
         0.192	  9.200e-003 	             	
         0.195	             	  5.500e-002 	
         0.256	  9.210e-003 	             	
         0.259	             	  5.490e-002 	
         0.320	  9.250e-003 	             	
         0.323	             	  5.490e-002 	
         0.384	  9.200e-003 	             	
         0.419	             	  5.490e-002 	
         0.448	  9.260e-003 	             	
         0.483	             	  5.490e-002 	
         0.512	  9.230e-003 	             	
         0.547	             	  5.490e-002 	
         0.608	  9.120e-003 	             	
         0.611	             	  5.490e-002 	
         0.672	  9.150e-003 	             	
         0.675	             	  5.490e-002 	
         0.736	  9.150e-003 	             	
         0.739	             	  5.500e-002 	
         0.800	  9.100e-003 	             	
         0.803	             	  5.500e-002 	
         0.864	  9.210e-003 	             	
         0.867	             	  5.500e-002 	
         0.928	  9.120e-003 	             	
         0.931	             	  5.500e-002 	
         0.992	  9.100e-003 	             	
         0.995	             	  5.500e-002 	
         1.056	  9.060e-003 	             	
         1.059	             	  5.490e-002 	
         1.120	  9.130e-003 	             	
         1.123	             	  5.490e-002 	
         1.184	  9.180e-003 	             	
         1.219	             	  5.490e-002 	
         1.248	  9.120e-003 	             	
         1.283	             	  5.490e-002 	
         1.312	  9.160e-003 	             	
         1.347	             	  5.490e-002 	
         1.408	  9.070e-003 	             	
         1.411	             	  5.490e-002 	
         1.472	  9.090e-003 	             	
         1.475	             	  5.490e-002 	
