;PC Software:StarLab Version 2.10 Build 25
;Logged:20/09/2022 at 17:08:58
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:.8-6
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 20/09/2022 at 17:08:58.715000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	             	  4.585e-001 	
         0.030	  1.320e-003 	             	
         0.064	             	  4.586e-001 	
         0.094	  1.320e-003 	             	
         0.128	             	  4.586e-001 	
         0.157	  1.320e-003 	             	
         0.192	             	  4.585e-001 	
         0.222	  1.320e-003 	             	
         0.285	  1.330e-003 	             	
         0.288	             	  4.585e-001 	
         0.350	  1.330e-003 	             	
         0.352	             	  4.585e-001 	
         0.414	  1.330e-003 	             	
         0.416	             	  4.585e-001 	
         0.478	  1.340e-003 	             	
         0.480	             	  4.585e-001 	
         0.542	  1.330e-003 	             	
         0.544	             	  4.585e-001 	
         0.605	  1.330e-003 	             	
         0.608	             	  4.585e-001 	
         0.669	  1.330e-003 	             	
         0.672	             	  4.586e-001 	
         0.733	  1.330e-003 	             	
         0.736	             	  4.587e-001 	
         0.797	  1.340e-003 	             	
         0.800	             	  4.587e-001 	
         0.864	             	  4.587e-001 	
         0.893	  1.340e-003 	             	
         0.928	             	  4.587e-001 	
         0.957	  1.340e-003 	             	
         0.992	             	  4.586e-001 	
         1.021	  1.330e-003 	             	
         1.085	  1.350e-003 	             	
         1.088	             	  4.586e-001 	
         1.149	  1.350e-003 	             	
         1.152	             	  4.585e-001 	
         1.213	  1.340e-003 	             	
