;PC Software:StarLab Version 2.10 Build 25
;Logged:20/09/2022 at 17:11:09
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:.8-6
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 20/09/2022 at 17:11:09.785000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  1.359e-002 	             	
         0.035	             	  3.525e-001 	
         0.064	  1.361e-002 	             	
         0.099	             	  3.525e-001 	
         0.128	  1.362e-002 	             	
         0.163	             	  3.526e-001 	
         0.192	  1.363e-002 	             	
         0.256	  1.362e-002 	             	
         0.259	             	  3.526e-001 	
         0.320	  1.358e-002 	             	
         0.323	             	  3.525e-001 	
         0.384	  1.357e-002 	             	
         0.387	             	  3.526e-001 	
         0.448	  1.364e-002 	             	
         0.451	             	  3.525e-001 	
         0.512	  1.360e-002 	             	
         0.515	             	  3.525e-001 	
         0.576	  1.360e-002 	             	
         0.579	             	  3.525e-001 	
         0.640	  1.365e-002 	             	
         0.643	             	  3.525e-001 	
         0.704	  1.363e-002 	             	
         0.707	             	  3.525e-001 	
         0.768	  1.366e-002 	             	
         0.771	             	  3.524e-001 	
         0.835	             	  3.524e-001 	
         0.864	  1.369e-002 	             	
         0.899	             	  3.524e-001 	
         0.928	  1.369e-002 	             	
         0.963	             	  3.524e-001 	
         0.992	  1.365e-002 	             	
         1.027	             	  3.524e-001 	
         1.056	  1.361e-002 	             	
         1.120	  1.364e-002 	             	
         1.123	             	  3.524e-001 	
         1.184	  1.368e-002 	             	
         1.187	             	  3.524e-001 	
         1.248	  1.356e-002 	             	
         1.251	             	  3.524e-001 	
         1.312	  1.366e-002 	             	
         1.315	             	  3.524e-001 	
         1.376	  1.362e-002 	             	
         1.379	             	  3.524e-001 	
         1.440	  1.366e-002 	             	
         1.443	             	  3.524e-001 	
         1.504	  1.369e-002 	             	
         1.507	             	  3.524e-001 	
         1.568	  1.369e-002 	             	
         1.571	             	  3.523e-001 	
         1.635	             	  3.523e-001 	
         1.664	  1.367e-002 	             	
         1.699	             	  3.523e-001 	
         1.728	  1.370e-002 	             	
         1.764	             	  3.524e-001 	
         1.793	  1.370e-002 	             	
         1.857	  1.364e-002 	             	
         1.860	             	  3.524e-001 	
         1.921	  1.366e-002 	             	
         1.924	             	  3.525e-001 	
         1.985	  1.366e-002 	             	
         1.988	             	  3.525e-001 	
         2.049	  1.368e-002 	             	
         2.052	             	  3.525e-001 	
         2.113	  1.365e-002 	             	
         2.116	             	  3.525e-001 	
         2.177	  1.365e-002 	             	
         2.180	             	  3.525e-001 	
         2.241	  1.366e-002 	             	
         2.244	             	  3.525e-001 	
         2.305	  1.368e-002 	             	
         2.308	             	  3.525e-001 	
         2.369	  1.368e-002 	             	
         2.372	             	  3.525e-001 	
         2.436	             	  3.524e-001 	
         2.465	  1.369e-002 	             	
         2.500	             	  3.524e-001 	
         2.529	  1.372e-002 	             	
         2.564	             	  3.525e-001 	
         2.593	  1.374e-002 	             	
         2.628	             	  3.524e-001 	
         2.657	  1.371e-002 	             	
         2.721	  1.369e-002 	             	
         2.724	             	  3.524e-001 	
         2.785	  1.371e-002 	             	
         2.788	             	  3.524e-001 	
         2.849	  1.374e-002 	             	
         2.852	             	  3.524e-001 	
         2.913	  1.368e-002 	             	
         2.916	             	  3.524e-001 	
         2.977	  1.371e-002 	             	
         2.980	             	  3.524e-001 	
         3.041	  1.369e-002 	             	
         3.044	             	  3.525e-001 	
