;PC Software:StarLab Version 2.10 Build 25
;Logged:13/09/2022 at 15:01:04
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:<.8u
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 13/09/2022 at 15:01:04.814000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  1.000e-004 	             	
         0.016	             	  9.000e-004 	
         0.064	  1.000e-004 	             	
         0.081	             	  8.000e-004 	
         0.128	  1.000e-004 	             	
         0.144	             	  8.000e-004 	
         0.192	  1.000e-004 	             	
         0.208	             	  7.000e-004 	
         0.256	  1.000e-004 	             	
         0.272	             	  7.000e-004 	
         0.320	  1.000e-004 	             	
         0.336	             	  8.000e-004 	
         0.384	  1.000e-004 	             	
         0.400	             	  8.000e-004 	
         0.448	  1.000e-004 	             	
         0.464	             	  8.000e-004 	
         0.512	  1.000e-004 	             	
         0.528	             	  8.000e-004 	
         0.576	  1.000e-004 	             	
         0.624	             	  8.000e-004 	
         0.640	  1.000e-004 	             	
         0.688	             	  8.000e-004 	
         0.704	  1.000e-004 	             	
         0.752	             	  8.000e-004 	
         0.800	  1.000e-004 	             	
         0.816	             	  8.000e-004 	
         0.864	  1.000e-004 	             	
         0.880	             	  8.000e-004 	
         0.928	  1.000e-004 	             	
         0.944	             	  8.000e-004 	
         0.992	  1.000e-004 	             	
         1.008	             	  8.000e-004 	
         1.056	  1.000e-004 	             	
         1.072	             	  9.000e-004 	
         1.120	  1.000e-004 	             	
         1.136	             	  9.000e-004 	
         1.184	  1.000e-004 	             	
         1.200	             	  9.000e-004 	
         1.248	  1.000e-004 	             	
         1.264	             	  1.000e-003 	
         1.312	  1.000e-004 	             	
         1.328	             	  1.000e-003 	
         1.376	  1.000e-004 	             	
         1.424	             	  1.000e-003 	
         1.440	  1.000e-004 	             	
         1.488	             	  9.000e-004 	
         1.504	  1.000e-004 	             	
         1.552	             	  9.000e-004 	
         1.600	  1.000e-004 	             	
         1.616	             	  9.000e-004 	
         1.664	  1.000e-004 	             	
         1.680	             	  9.000e-004 	
         1.728	  1.000e-004 	             	
         1.744	             	  9.000e-004 	
         1.792	  1.000e-004 	             	
         1.808	             	  9.000e-004 	
         1.856	  1.000e-004 	             	
         1.872	             	  9.000e-004 	
         1.920	  1.000e-004 	             	
         1.936	             	  9.000e-004 	
         1.984	  1.000e-004 	             	
         2.000	             	  9.000e-004 	
         2.048	  1.000e-004 	             	
         2.064	             	  1.000e-003 	
         2.112	  1.000e-004 	             	
         2.128	             	  1.000e-003 	
         2.176	  1.000e-004 	             	
         2.224	             	  1.000e-003 	
         2.240	  1.000e-004 	             	
         2.288	             	  1.000e-003 	
         2.304	  1.000e-004 	             	
         2.352	             	  9.000e-004 	
         2.400	  1.000e-004 	             	
         2.416	             	  9.000e-004 	
         2.464	  1.000e-004 	             	
         2.480	             	  8.000e-004 	
         2.528	  1.000e-004 	             	
         2.544	             	  8.000e-004 	
         2.592	  1.000e-004 	             	
         2.608	             	  9.000e-004 	
         2.656	  1.000e-004 	             	
         2.672	             	  9.000e-004 	
         2.720	  1.000e-004 	             	
         2.736	             	  9.000e-004 	
         2.784	  1.000e-004 	             	
         2.800	             	  8.000e-004 	
         2.848	  1.000e-004 	             	
         2.864	             	  8.000e-004 	
         2.912	  1.000e-004 	             	
         2.928	             	  8.000e-004 	
         2.976	  1.000e-004 	             	
         3.024	             	  9.000e-004 	
         3.040	  1.000e-004 	             	
         3.088	             	  9.000e-004 	
         3.104	  1.000e-004 	             	
         3.152	             	  9.000e-004 	
         3.168	  1.000e-004 	             	
         3.216	             	  9.000e-004 	
         3.264	  1.000e-004 	             	
         3.280	             	  9.000e-004 	
         3.328	  1.000e-004 	             	
         3.344	             	  9.000e-004 	
         3.392	  1.000e-004 	             	
         3.408	             	  9.000e-004 	
         3.456	  1.000e-004 	             	
         3.472	             	  8.000e-004 	
         3.520	  1.000e-004 	             	
         3.536	             	  8.000e-004 	
         3.584	  1.000e-004 	             	
         3.600	             	  9.000e-004 	
         3.648	  1.000e-004 	             	
         3.664	             	  9.000e-004 	
         3.712	  1.000e-004 	             	
         3.728	             	  9.000e-004 	
         3.776	  1.000e-004 	             	
         3.824	             	  9.000e-004 	
         3.840	  1.000e-004 	             	
         3.888	             	  9.000e-004 	
         3.904	  1.000e-004 	             	
         3.952	             	  8.000e-004 	
         3.968	  1.000e-004 	             	
         4.016	             	  8.000e-004 	
         4.064	  1.000e-004 	             	
         4.080	             	  8.000e-004 	
         4.128	  1.000e-004 	             	
         4.144	             	  8.000e-004 	
         4.192	  1.000e-004 	             	
         4.208	             	  8.000e-004 	
         4.256	  1.000e-004 	             	
         4.272	             	  8.000e-004 	
         4.320	  1.000e-004 	             	
         4.336	             	  8.000e-004 	
         4.384	  1.000e-004 	             	
         4.400	             	  9.000e-004 	
         4.448	  1.000e-004 	             	
         4.464	             	  9.000e-004 	
         4.512	  1.000e-004 	             	
         4.528	             	  1.000e-003 	
         4.576	  1.000e-004 	             	
         4.624	             	  1.000e-003 	
         4.640	  1.000e-004 	             	
         4.688	             	  1.000e-003 	
         4.704	  1.000e-004 	             	
         4.752	             	  9.000e-004 	
         4.768	  1.000e-004 	             	
         4.816	             	  9.000e-004 	
         4.864	  1.000e-004 	             	
         4.880	             	  1.000e-003 	
         4.928	  1.000e-004 	             	
         4.944	             	  1.000e-003 	
         4.992	  1.000e-004 	             	
         5.008	             	  1.100e-003 	
         5.056	  1.000e-004 	             	
         5.072	             	  1.100e-003 	
         5.120	  1.000e-004 	             	
         5.136	             	  1.100e-003 	
         5.184	  1.000e-004 	             	
         5.200	             	  1.100e-003 	
         5.248	  1.000e-004 	             	
         5.264	             	  1.100e-003 	
         5.312	  1.000e-004 	             	
         5.328	             	  1.000e-003 	
         5.376	  1.000e-004 	             	
         5.424	             	  9.000e-004 	
         5.440	  1.000e-004 	             	
         5.488	             	  9.000e-004 	
         5.504	  1.000e-004 	             	
         5.552	             	  9.000e-004 	
         5.568	  1.000e-004 	             	
         5.616	             	  9.000e-004 	
         5.664	  1.000e-004 	             	
         5.680	             	  9.000e-004 	
         5.728	  1.000e-004 	             	
         5.744	             	  9.000e-004 	
         5.792	  1.000e-004 	             	
         5.808	             	  9.000e-004 	
         5.856	  1.000e-004 	             	
         5.872	             	  9.000e-004 	
         5.920	  1.000e-004 	             	
         5.936	             	  9.000e-004 	
         5.984	  1.000e-004 	             	
         6.000	             	  9.000e-004 	
         6.048	  1.000e-004 	             	
         6.064	             	  9.000e-004 	
         6.112	  1.000e-004 	             	
         6.128	             	  8.000e-004 	
         6.176	  1.000e-004 	             	
         6.224	             	  8.000e-004 	
         6.240	  1.000e-004 	             	
         6.288	             	  8.000e-004 	
         6.304	  1.000e-004 	             	
         6.352	             	  8.000e-004 	
         6.368	  1.000e-004 	             	
         6.416	             	  8.000e-004 	
         6.464	  1.000e-004 	             	
         6.480	             	  8.000e-004 	
         6.528	  1.000e-004 	             	
         6.544	             	  8.000e-004 	
         6.592	  1.000e-004 	             	
         6.608	             	  8.000e-004 	
         6.656	  1.000e-004 	             	
         6.672	             	  8.000e-004 	
         6.720	  1.000e-004 	             	
         6.736	             	  8.000e-004 	
         6.784	  1.000e-004 	             	
         6.800	             	  8.000e-004 	
         6.848	  1.000e-004 	             	
         6.864	             	  9.000e-004 	
         6.912	  1.000e-004 	             	
         6.928	             	  9.000e-004 	
         6.976	  1.000e-004 	             	
         7.024	             	  9.000e-004 	
         7.040	  1.000e-004 	             	
         7.088	             	  8.000e-004 	
         7.104	  1.000e-004 	             	
         7.152	             	  8.000e-004 	
         7.168	  1.000e-004 	             	
         7.216	             	  8.000e-004 	
         7.264	  1.000e-004 	             	
         7.280	             	  8.000e-004 	
         7.328	  1.000e-004 	             	
         7.344	             	  7.000e-004 	
         7.393	  1.000e-004 	             	
         7.408	             	  7.000e-004 	
         7.456	  1.000e-004 	             	
         7.472	             	  7.000e-004 	
         7.520	  1.000e-004 	             	
         7.536	             	  8.000e-004 	
         7.584	  1.000e-004 	             	
         7.600	             	  8.000e-004 	
         7.648	  1.000e-004 	             	
         7.664	             	  8.000e-004 	
         7.712	  1.000e-004 	             	
         7.728	             	  8.000e-004 	
         7.776	  1.000e-004 	             	
         7.824	             	  8.000e-004 	
         7.840	  1.000e-004 	             	
         7.888	             	  7.000e-004 	
         7.904	  1.000e-004 	             	
         7.952	             	  7.000e-004 	
         7.968	  1.000e-004 	             	
         8.016	             	  7.000e-004 	
         8.064	  1.000e-004 	             	
         8.080	             	  7.000e-004 	
         8.128	  1.000e-004 	             	
         8.144	             	  7.000e-004 	
         8.192	  1.000e-004 	             	
         8.208	             	  7.000e-004 	
         8.256	  1.000e-004 	             	
         8.272	             	  7.000e-004 	
         8.320	  1.000e-004 	             	
         8.336	             	  7.000e-004 	
         8.384	  1.000e-004 	             	
         8.400	             	  7.000e-004 	
         8.448	  1.000e-004 	             	
         8.464	             	  7.000e-004 	
         8.512	  1.000e-004 	             	
         8.528	             	  7.000e-004 	
         8.576	  1.000e-004 	             	
         8.592	             	  6.000e-004 	
         8.640	  1.000e-004 	             	
         8.687	             	  6.000e-004 	
         8.704	  1.000e-004 	             	
         8.752	             	  7.000e-004 	
         8.768	  1.000e-004 	             	
         8.816	             	  7.000e-004 	
         8.864	  1.000e-004 	             	
         8.880	             	  7.000e-004 	
         8.928	  1.000e-004 	             	
         8.944	             	  8.000e-004 	
         8.992	  1.000e-004 	             	
         9.008	             	  8.000e-004 	
         9.056	  1.000e-004 	             	
         9.072	             	  8.000e-004 	
         9.119	  1.000e-004 	             	
         9.137	             	  8.000e-004 	
         9.185	  1.000e-004 	             	
         9.201	             	  8.000e-004 	
         9.249	  1.000e-004 	             	
         9.264	             	  8.000e-004 	
         9.313	  1.000e-004 	             	
         9.329	             	  8.000e-004 	
         9.377	  1.000e-004 	             	
         9.393	             	  8.000e-004 	
         9.441	  1.000e-004 	             	
         9.489	             	  7.000e-004 	
         9.504	  1.000e-004 	             	
         9.553	             	  7.000e-004 	
         9.569	  1.000e-004 	             	
         9.616	             	  7.000e-004 	
         9.665	  1.000e-004 	             	
         9.680	             	  7.000e-004 	
         9.729	  1.000e-004 	             	
         9.744	             	  7.000e-004 	
         9.792	  1.000e-004 	             	
         9.809	             	  7.000e-004 	
         9.856	  1.000e-004 	             	
         9.873	             	  7.000e-004 	
         9.921	  1.000e-004 	             	
         9.936	             	  8.000e-004 	
         9.985	  1.000e-004 	             	
        10.000	             	  7.000e-004 	
        10.049	  1.000e-004 	             	
        10.064	             	  8.000e-004 	
        10.112	  1.000e-004 	             	
        10.128	             	  8.000e-004 	
        10.176	  1.000e-004 	             	
        10.193	             	  8.000e-004 	
        10.240	  1.000e-004 	             	
        10.288	             	  8.000e-004 	
        10.304	  1.000e-004 	             	
