;PC Software:StarLab Version 2.10 Build 25
;Logged:22/09/2022 at 16:32:37
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:.8-6
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 22/09/2022 at 16:32:37.857000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	             	  6.500e-003 	
         0.008	  1.738e-001 	             	
         0.064	             	  6.500e-003 	
         0.072	  1.717e-001 	             	
         0.128	             	  6.400e-003 	
         0.136	  1.731e-001 	             	
         0.192	             	  6.400e-003 	
         0.200	  1.745e-001 	             	
         0.256	             	  6.400e-003 	
         0.264	  1.741e-001 	             	
         0.320	             	  6.400e-003 	
         0.328	  1.732e-001 	             	
         0.384	             	  6.400e-003 	
         0.392	  1.734e-001 	             	
         0.448	             	  6.400e-003 	
         0.456	  1.742e-001 	             	
         0.512	             	  6.400e-003 	
         0.520	  1.749e-001 	             	
         0.576	             	  6.400e-003 	
         0.584	  1.748e-001 	             	
         0.640	             	  6.400e-003 	
         0.648	  1.731e-001 	             	
         0.736	             	  6.400e-003 	
         0.744	  1.723e-001 	             	
         0.800	             	  6.400e-003 	
         0.808	  1.743e-001 	             	
         0.864	             	  6.500e-003 	
         0.872	  1.747e-001 	             	
         0.928	             	  6.500e-003 	
         0.935	  1.739e-001 	             	
         0.992	             	  6.600e-003 	
         0.999	  1.735e-001 	             	
         1.056	             	  6.600e-003 	
         1.064	  1.743e-001 	             	
         1.120	             	  6.600e-003 	
         1.128	  1.728e-001 	             	
         1.184	             	  6.600e-003 	
         1.192	  1.717e-001 	             	
         1.248	             	  6.600e-003 	
         1.256	  1.730e-001 	             	
         1.312	             	  6.600e-003 	
         1.320	  1.737e-001 	             	
         1.376	             	  6.500e-003 	
         1.384	  1.736e-001 	             	
         1.440	             	  6.500e-003 	
         1.448	  1.739e-001 	             	
         1.536	             	  6.600e-003 	
         1.544	  1.737e-001 	             	
         1.600	             	  6.600e-003 	
         1.607	  1.727e-001 	             	
         1.664	             	  6.600e-003 	
         1.672	  1.743e-001 	             	
         1.728	             	  6.500e-003 	
         1.735	  1.738e-001 	             	
         1.792	             	  6.500e-003 	
         1.799	  1.734e-001 	             	
         1.856	             	  6.500e-003 	
         1.864	  1.739e-001 	             	
         1.920	             	  6.500e-003 	
         1.928	  1.739e-001 	             	
         1.984	             	  6.500e-003 	
         1.991	  1.680e-001 	             	
         2.048	             	  6.600e-003 	
         2.055	  1.660e-001 	             	
         2.112	             	  6.600e-003 	
         2.119	  1.637e-001 	             	
         2.176	             	  6.600e-003 	
         2.183	  1.666e-001 	             	
         2.240	             	  6.600e-003 	
         2.247	  1.717e-001 	             	
         2.336	             	  6.500e-003 	
         2.343	  1.762e-001 	             	
         2.400	             	  6.500e-003 	
         2.407	  1.793e-001 	             	
         2.464	             	  6.400e-003 	
         2.471	  1.834e-001 	             	
         2.528	             	  6.400e-003 	
         2.535	  1.887e-001 	             	
         2.592	             	  6.500e-003 	
         2.599	  1.941e-001 	             	
         2.656	             	  6.500e-003 	
         2.663	  2.000e-001 	             	
         2.720	             	  6.500e-003 	
         2.728	  2.059e-001 	             	
         2.784	             	  6.500e-003 	
         2.791	  2.098e-001 	             	
         2.848	             	  6.600e-003 	
         2.855	  2.129e-001 	             	
         2.912	             	  6.600e-003 	
         2.919	  2.151e-001 	             	
         2.976	             	  6.600e-003 	
         2.983	  2.207e-001 	             	
         3.040	             	  6.500e-003 	
         3.047	  2.214e-001 	             	
         3.136	             	  6.500e-003 	
         3.143	  2.211e-001 	             	
         3.200	             	  6.500e-003 	
         3.207	  2.241e-001 	             	
         3.264	             	  6.500e-003 	
         3.271	  2.243e-001 	             	
         3.328	             	  6.500e-003 	
         3.335	  2.245e-001 	             	
         3.392	             	  6.500e-003 	
         3.399	  2.235e-001 	             	
         3.456	             	  6.600e-003 	
         3.463	  2.266e-001 	             	
         3.520	             	  6.600e-003 	
         3.527	  2.259e-001 	             	
         3.584	             	  6.600e-003 	
         3.591	  2.263e-001 	             	
         3.648	             	  6.700e-003 	
         3.655	  2.264e-001 	             	
         3.712	             	  6.600e-003 	
         3.719	  2.271e-001 	             	
         3.776	             	  6.600e-003 	
         3.783	  2.289e-001 	             	
         3.840	             	  6.600e-003 	
         3.847	  2.291e-001 	             	
         3.911	  2.279e-001 	             	
         3.936	             	  6.600e-003 	
         4.000	             	  6.500e-003 	
         4.007	  2.280e-001 	             	
         4.064	             	  6.500e-003 	
         4.071	  2.271e-001 	             	
         4.128	             	  6.500e-003 	
         4.135	  2.277e-001 	             	
         4.192	             	  6.500e-003 	
         4.199	  2.310e-001 	             	
         4.256	             	  6.600e-003 	
         4.263	  2.271e-001 	             	
         4.320	             	  6.700e-003 	
         4.327	  2.273e-001 	             	
         4.384	             	  6.700e-003 	
         4.391	  2.270e-001 	             	
         4.448	             	  6.700e-003 	
         4.455	  2.317e-001 	             	
         4.512	             	  6.600e-003 	
         4.519	  2.315e-001 	             	
         4.576	             	  6.500e-003 	
         4.583	  2.299e-001 	             	
         4.640	             	  6.500e-003 	
         4.647	  2.279e-001 	             	
         4.712	  2.281e-001 	             	
         4.736	             	  6.400e-003 	
         4.800	             	  6.400e-003 	
         4.807	  2.279e-001 	             	
         4.864	             	  6.400e-003 	
         4.872	  2.260e-001 	             	
         4.928	             	  6.400e-003 	
         4.935	  2.282e-001 	             	
         4.992	             	  6.400e-003 	
         4.999	  2.272e-001 	             	
         5.056	             	  6.400e-003 	
         5.063	  2.284e-001 	             	
         5.120	             	  6.400e-003 	
         5.127	  2.288e-001 	             	
         5.184	             	  6.400e-003 	
         5.191	  2.263e-001 	             	
         5.248	             	  6.400e-003 	
         5.255	  2.252e-001 	             	
         5.312	             	  6.300e-003 	
         5.319	  2.255e-001 	             	
         5.376	             	  6.300e-003 	
         5.383	  2.253e-001 	             	
         5.440	             	  6.300e-003 	
         5.447	  2.263e-001 	             	
         5.511	  2.267e-001 	             	
         5.536	             	  6.400e-003 	
         5.600	             	  6.400e-003 	
         5.607	  2.257e-001 	             	
         5.664	             	  6.400e-003 	
         5.671	  2.238e-001 	             	
         5.728	             	  6.400e-003 	
         5.735	  2.228e-001 	             	
         5.792	             	  6.400e-003 	
         5.799	  2.211e-001 	             	
         5.856	             	  6.300e-003 	
         5.863	  2.208e-001 	             	
         5.920	             	  6.200e-003 	
         5.927	  2.196e-001 	             	
         5.984	             	  6.200e-003 	
         5.991	  2.195e-001 	             	
         6.048	             	  6.200e-003 	
         6.055	  2.164e-001 	             	
         6.112	             	  6.200e-003 	
         6.119	  2.094e-001 	             	
         6.176	             	  6.200e-003 	
         6.183	  2.073e-001 	             	
         6.240	             	  6.300e-003 	
         6.247	  2.072e-001 	             	
         6.311	  2.076e-001 	             	
         6.336	             	  6.200e-003 	
         6.400	             	  6.200e-003 	
         6.407	  2.061e-001 	             	
         6.464	             	  6.200e-003 	
         6.471	  2.062e-001 	             	
         6.528	             	  6.200e-003 	
         6.535	  2.058e-001 	             	
         6.592	             	  6.200e-003 	
         6.599	  2.064e-001 	             	
         6.656	             	  6.200e-003 	
         6.663	  2.037e-001 	             	
         6.720	             	  6.200e-003 	
         6.727	  2.042e-001 	             	
         6.784	             	  6.100e-003 	
         6.791	  2.036e-001 	             	
         6.848	             	  6.100e-003 	
         6.855	  2.045e-001 	             	
         6.912	             	  6.100e-003 	
         6.919	  2.038e-001 	             	
         6.976	             	  6.100e-003 	
         6.983	  2.055e-001 	             	
         7.040	             	  6.000e-003 	
         7.047	  2.055e-001 	             	
         7.111	  2.063e-001 	             	
         7.136	             	  6.000e-003 	
         7.200	             	  6.000e-003 	
         7.207	  2.047e-001 	             	
         7.264	             	  5.900e-003 	
         7.274	  2.066e-001 	             	
         7.328	             	  5.900e-003 	
         7.335	  2.082e-001 	             	
         7.392	             	  5.900e-003 	
         7.399	  2.078e-001 	             	
         7.456	             	  5.800e-003 	
         7.463	  2.115e-001 	             	
         7.520	             	  5.800e-003 	
         7.527	  2.147e-001 	             	
         7.584	             	  5.800e-003 	
         7.591	  2.149e-001 	             	
         7.648	             	  5.900e-003 	
         7.655	  2.172e-001 	             	
         7.712	             	  6.000e-003 	
         7.719	  2.180e-001 	             	
         7.776	             	  6.000e-003 	
         7.783	  2.203e-001 	             	
         7.840	             	  6.100e-003 	
         7.847	  2.219e-001 	             	
         7.911	  2.229e-001 	             	
         7.936	             	  6.100e-003 	
         8.000	             	  6.100e-003 	
         8.007	  2.222e-001 	             	
         8.064	             	  6.000e-003 	
         8.071	  2.259e-001 	             	
         8.128	             	  6.000e-003 	
         8.135	  2.268e-001 	             	
         8.192	             	  6.000e-003 	
         8.199	  2.260e-001 	             	
         8.256	             	  6.000e-003 	
         8.263	  2.280e-001 	             	
         8.320	             	  6.000e-003 	
         8.327	  2.268e-001 	             	
         8.384	             	  6.000e-003 	
         8.391	  2.289e-001 	             	
         8.448	             	  6.000e-003 	
         8.455	  2.284e-001 	             	
         8.512	             	  6.000e-003 	
         8.519	  2.290e-001 	             	
         8.576	             	  6.000e-003 	
         8.584	  2.283e-001 	             	
         8.640	             	  6.000e-003 	
         8.647	  2.287e-001 	             	
         8.711	  2.293e-001 	             	
         8.736	             	  6.000e-003 	
         8.800	             	  6.000e-003 	
         8.807	  2.294e-001 	             	
         8.864	             	  6.000e-003 	
         8.871	  2.293e-001 	             	
         8.928	             	  6.000e-003 	
         8.935	  2.276e-001 	             	
         8.992	             	  6.000e-003 	
         8.999	  2.283e-001 	             	
         9.056	             	  6.000e-003 	
         9.063	  2.274e-001 	             	
         9.120	             	  6.000e-003 	
         9.127	  2.266e-001 	             	
         9.184	             	  6.000e-003 	
         9.191	  2.262e-001 	             	
         9.248	             	  6.100e-003 	
         9.255	  2.254e-001 	             	
         9.312	             	  6.100e-003 	
         9.319	  2.254e-001 	             	
         9.376	             	  6.100e-003 	
         9.383	  2.251e-001 	             	
         9.440	             	  6.200e-003 	
         9.447	  2.260e-001 	             	
         9.511	  2.252e-001 	             	
         9.536	             	  6.100e-003 	
         9.600	             	  6.200e-003 	
         9.607	  2.260e-001 	             	
         9.664	             	  6.200e-003 	
         9.671	  2.257e-001 	             	
         9.728	             	  6.200e-003 	
         9.735	  2.257e-001 	             	
         9.792	             	  6.200e-003 	
         9.799	  2.268e-001 	             	
         9.856	             	  6.300e-003 	
         9.863	  2.262e-001 	             	
         9.920	             	  6.400e-003 	
         9.927	  2.284e-001 	             	
         9.984	             	  6.500e-003 	
         9.991	  2.261e-001 	             	
        10.048	             	  6.500e-003 	
        10.055	  2.276e-001 	             	
        10.112	             	  6.500e-003 	
        10.119	  2.272e-001 	             	
        10.176	             	  6.500e-003 	
        10.183	  2.267e-001 	             	
        10.240	             	  6.400e-003 	
        10.247	  2.281e-001 	             	
        10.311	  2.260e-001 	             	
        10.336	             	  6.400e-003 	
        10.400	             	  6.400e-003 	
        10.407	  2.252e-001 	             	
        10.464	             	  6.300e-003 	
        10.471	  2.280e-001 	             	
        10.528	             	  6.300e-003 	
        10.535	  2.290e-001 	             	
        10.592	             	  6.300e-003 	
        10.599	  2.270e-001 	             	
        10.656	             	  6.300e-003 	
        10.663	  2.289e-001 	             	
        10.720	             	  6.300e-003 	
        10.727	  2.290e-001 	             	
        10.784	             	  6.200e-003 	
        10.791	  2.289e-001 	             	
        10.848	             	  6.200e-003 	
        10.855	  2.287e-001 	             	
        10.912	             	  6.300e-003 	
        10.919	  2.299e-001 	             	
        10.976	             	  6.300e-003 	
        10.983	  2.296e-001 	             	
        11.040	             	  6.300e-003 	
        11.047	  2.279e-001 	             	
        11.111	  2.277e-001 	             	
        11.136	             	  6.400e-003 	
        11.200	             	  6.400e-003 	
        11.207	  2.284e-001 	             	
        11.264	             	  6.400e-003 	
        11.271	  2.267e-001 	             	
        11.328	             	  6.400e-003 	
        11.335	  2.267e-001 	             	
        11.392	             	  6.400e-003 	
        11.399	  2.243e-001 	             	
        11.456	             	  6.300e-003 	
        11.463	  2.180e-001 	             	
        11.520	             	  6.300e-003 	
        11.527	  2.125e-001 	             	
        11.584	             	  6.300e-003 	
        11.591	  2.127e-001 	             	
        11.648	             	  6.300e-003 	
        11.655	  2.130e-001 	             	
        11.712	             	  6.300e-003 	
        11.719	  2.127e-001 	             	
        11.776	             	  6.200e-003 	
        11.783	  2.103e-001 	             	
        11.840	             	  6.200e-003 	
        11.847	  2.099e-001 	             	
        11.904	             	  6.200e-003 	
        11.911	  2.113e-001 	             	
        12.000	             	  6.200e-003 	
        12.007	  2.103e-001 	             	
        12.064	             	  6.200e-003 	
        12.071	  2.099e-001 	             	
        12.128	             	  6.100e-003 	
        12.135	  2.102e-001 	             	
        12.192	             	  6.200e-003 	
        12.199	  2.127e-001 	             	
        12.256	             	  6.300e-003 	
        12.263	  2.114e-001 	             	
        12.320	             	  6.300e-003 	
        12.327	  2.116e-001 	             	
        12.384	             	  6.300e-003 	
        12.391	  2.119e-001 	             	
        12.448	             	  6.300e-003 	
        12.455	  2.139e-001 	             	
        12.512	             	  6.200e-003 	
        12.519	  2.151e-001 	             	
        12.576	             	  6.200e-003 	
        12.583	  2.143e-001 	             	
        12.640	             	  6.300e-003 	
        12.647	  2.154e-001 	             	
        12.704	             	  6.200e-003 	
        12.711	  2.151e-001 	             	
        12.800	             	  6.200e-003 	
        12.807	  2.173e-001 	             	
        12.864	             	  6.200e-003 	
        12.871	  2.176e-001 	             	
        12.928	             	  6.200e-003 	
        12.935	  2.201e-001 	             	
        12.992	             	  6.200e-003 	
        12.999	  2.209e-001 	             	
        13.056	             	  6.300e-003 	
        13.063	  2.234e-001 	             	
        13.120	             	  6.300e-003 	
        13.127	  2.234e-001 	             	
        13.184	             	  6.300e-003 	
        13.191	  2.269e-001 	             	
        13.248	             	  6.300e-003 	
        13.255	  2.240e-001 	             	
        13.312	             	  6.400e-003 	
        13.319	  2.272e-001 	             	
        13.376	             	  6.400e-003 	
        13.383	  2.273e-001 	             	
        13.440	             	  6.400e-003 	
        13.447	  2.261e-001 	             	
        13.504	             	  6.300e-003 	
        13.511	  2.274e-001 	             	
        13.600	             	  6.300e-003 	
        13.607	  2.278e-001 	             	
        13.665	             	  6.300e-003 	
        13.672	  2.267e-001 	             	
        13.729	             	  6.300e-003 	
        13.736	  2.293e-001 	             	
        13.793	             	  6.400e-003 	
        13.800	  2.280e-001 	             	
        13.857	             	  6.500e-003 	
        13.864	  2.241e-001 	             	
        13.921	             	  6.500e-003 	
        13.928	  2.270e-001 	             	
        13.985	             	  6.500e-003 	
        13.992	  2.285e-001 	             	
        14.048	             	  6.500e-003 	
        14.056	  2.247e-001 	             	
        14.113	             	  6.400e-003 	
        14.120	  2.253e-001 	             	
        14.177	             	  6.400e-003 	
        14.184	  2.262e-001 	             	
        14.241	             	  6.400e-003 	
        14.248	  2.236e-001 	             	
        14.305	             	  6.400e-003 	
        14.312	  2.235e-001 	             	
        14.401	             	  6.500e-003 	
        14.408	  2.234e-001 	             	
        14.465	             	  6.500e-003 	
        14.472	  2.213e-001 	             	
        14.529	             	  6.500e-003 	
        14.536	  2.222e-001 	             	
        14.593	             	  6.400e-003 	
        14.600	  2.220e-001 	             	
        14.657	             	  6.300e-003 	
        14.664	  2.192e-001 	             	
        14.720	             	  6.200e-003 	
        14.728	  2.216e-001 	             	
        14.785	             	  6.200e-003 	
        14.792	  2.210e-001 	             	
        14.849	             	  6.200e-003 	
        14.856	  2.222e-001 	             	
        14.912	             	  6.300e-003 	
        14.920	  2.214e-001 	             	
        14.976	             	  6.300e-003 	
        14.984	  2.195e-001 	             	
        15.040	             	  6.200e-003 	
        15.048	  2.213e-001 	             	
        15.104	             	  6.200e-003 	
        15.112	  2.201e-001 	             	
        15.201	             	  6.200e-003 	
        15.208	  2.206e-001 	             	
        15.265	             	  6.100e-003 	
        15.272	  2.227e-001 	             	
        15.328	             	  6.100e-003 	
        15.336	  2.205e-001 	             	
        15.392	             	  6.100e-003 	
        15.400	  2.224e-001 	             	
        15.456	             	  6.100e-003 	
        15.464	  2.246e-001 	             	
        15.520	             	  6.000e-003 	
        15.528	  2.261e-001 	             	
        15.584	             	  6.000e-003 	
        15.592	  2.273e-001 	             	
        15.648	             	  5.900e-003 	
        15.656	  2.270e-001 	             	
        15.712	             	  5.900e-003 	
        15.720	  2.259e-001 	             	
        15.776	             	  5.800e-003 	
        15.784	  2.274e-001 	             	
        15.840	             	  5.800e-003 	
        15.848	  2.267e-001 	             	
        15.904	             	  5.800e-003 	
        15.912	  2.252e-001 	             	
        16.000	             	  5.900e-003 	
        16.008	  2.260e-001 	             	
        16.064	             	  5.900e-003 	
        16.072	  2.280e-001 	             	
        16.128	             	  5.900e-003 	
        16.136	  2.296e-001 	             	
        16.192	             	  5.900e-003 	
        16.200	  2.289e-001 	             	
        16.256	             	  5.800e-003 	
        16.264	  2.289e-001 	             	
        16.320	             	  5.800e-003 	
        16.328	  2.308e-001 	             	
        16.384	             	  5.700e-003 	
        16.392	  2.317e-001 	             	
        16.448	             	  5.700e-003 	
        16.456	  2.283e-001 	             	
        16.512	             	  5.800e-003 	
        16.520	  2.280e-001 	             	
        16.576	             	  5.800e-003 	
        16.584	  2.274e-001 	             	
        16.640	             	  5.800e-003 	
        16.648	  2.290e-001 	             	
        16.704	             	  5.800e-003 	
        16.712	  2.249e-001 	             	
        16.776	  2.224e-001 	             	
        16.800	             	  5.700e-003 	
        16.864	             	  5.700e-003 	
        16.872	  2.176e-001 	             	
        16.928	             	  5.600e-003 	
        16.936	  2.187e-001 	             	
        16.992	             	  5.500e-003 	
        17.000	  2.172e-001 	             	
        17.056	             	  5.500e-003 	
        17.064	  2.168e-001 	             	
        17.120	             	  5.600e-003 	
        17.128	  2.184e-001 	             	
        17.184	             	  5.600e-003 	
        17.192	  2.164e-001 	             	
        17.248	             	  5.600e-003 	
        17.256	  2.155e-001 	             	
        17.312	             	  5.700e-003 	
        17.320	  2.159e-001 	             	
