;PC Software:StarLab Version 2.10 Build 25
;Logged:14/09/2022 at 15:18:23
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:.8-6
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 14/09/2022 at 15:18:24.147000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  0.000e+000 	             	
         0.048	             	  4.271e-001 	
         0.064	  0.000e+000 	             	
         0.112	             	  4.271e-001 	
         0.128	  0.000e+000 	             	
         0.192	  0.000e+000 	             	
         0.208	             	  4.272e-001 	
         0.256	  0.000e+000 	             	
         0.272	             	  4.272e-001 	
         0.320	  0.000e+000 	             	
         0.336	             	  4.272e-001 	
         0.384	  0.000e+000 	             	
         0.400	             	  4.272e-001 	
         0.448	  0.000e+000 	             	
         0.464	             	  4.272e-001 	
         0.512	  0.000e+000 	             	
         0.528	             	  4.273e-001 	
         0.592	             	  4.274e-001 	
         0.608	  0.000e+000 	             	
         0.656	             	  4.273e-001 	
         0.672	  0.000e+000 	             	
         0.720	             	  4.273e-001 	
         0.736	  0.000e+000 	             	
         0.784	             	  4.272e-001 	
         0.800	  0.000e+000 	             	
         0.848	             	  4.272e-001 	
         0.864	  0.000e+000 	             	
         0.912	             	  4.272e-001 	
         0.928	  0.000e+000 	             	
         0.992	  0.000e+000 	             	
         1.008	             	  4.271e-001 	
         1.056	  0.000e+000 	             	
         1.072	             	  4.271e-001 	
         1.120	  0.000e+000 	             	
         1.136	             	  4.272e-001 	
         1.184	  0.000e+000 	             	
         1.200	             	  4.272e-001 	
         1.248	  0.000e+000 	             	
         1.264	             	  4.273e-001 	
         1.312	  0.000e+000 	             	
         1.328	             	  4.274e-001 	
         1.392	             	  4.274e-001 	
         1.408	  0.000e+000 	             	
         1.456	             	  4.273e-001 	
         1.472	  0.000e+000 	             	
         1.520	             	  4.272e-001 	
         1.536	  0.000e+000 	             	
         1.584	             	  4.272e-001 	
         1.600	  0.000e+000 	             	
         1.648	             	  4.272e-001 	
         1.664	  0.000e+000 	             	
         1.712	             	  4.272e-001 	
         1.728	  0.000e+000 	             	
         1.792	  0.000e+000 	             	
         1.808	             	  4.272e-001 	
         1.856	  0.000e+000 	             	
         1.872	             	  4.273e-001 	
         1.920	  0.000e+000 	             	
         1.936	             	  4.272e-001 	
         1.984	  0.000e+000 	             	
         2.000	             	  4.272e-001 	
         2.048	  0.000e+000 	             	
         2.064	             	  4.272e-001 	
         2.112	  0.000e+000 	             	
         2.128	             	  4.272e-001 	
         2.192	             	  4.272e-001 	
         2.208	  0.000e+000 	             	
         2.256	             	  4.272e-001 	
         2.272	  0.000e+000 	             	
         2.320	             	  4.271e-001 	
         2.336	  0.000e+000 	             	
         2.384	             	  4.271e-001 	
         2.400	  0.000e+000 	             	
         2.448	             	  4.270e-001 	
         2.464	  0.000e+000 	             	
         2.512	             	  4.270e-001 	
         2.528	  0.000e+000 	             	
         2.592	  0.000e+000 	             	
         2.608	             	  4.270e-001 	
         2.656	  0.000e+000 	             	
         2.672	             	  4.270e-001 	
         2.720	  0.000e+000 	             	
         2.736	             	  4.270e-001 	
         2.784	  0.000e+000 	             	
         2.800	             	  4.271e-001 	
         2.848	  0.000e+000 	             	
         2.864	             	  4.272e-001 	
         2.912	  0.000e+000 	             	
         2.928	             	  4.273e-001 	
         2.992	             	  4.273e-001 	
         3.008	  0.000e+000 	             	
         3.056	             	  4.274e-001 	
         3.072	  0.000e+000 	             	
         3.120	             	  4.274e-001 	
         3.136	  0.000e+000 	             	
         3.184	             	  4.274e-001 	
         3.200	  0.000e+000 	             	
         3.248	             	  4.274e-001 	
         3.264	  0.000e+000 	             	
         3.312	             	  4.274e-001 	
         3.328	  0.000e+000 	             	
         3.392	  0.000e+000 	             	
         3.408	             	  4.273e-001 	
         3.456	  0.000e+000 	             	
         3.472	             	  4.272e-001 	
         3.520	  0.000e+000 	             	
         3.536	             	  4.270e-001 	
         3.584	  0.000e+000 	             	
         3.600	             	  4.270e-001 	
         3.648	  0.000e+000 	             	
         3.664	             	  4.270e-001 	
         3.712	  0.000e+000 	             	
         3.728	             	  4.270e-001 	
         3.792	             	  4.270e-001 	
         3.808	  0.000e+000 	             	
         3.856	             	  4.271e-001 	
         3.872	  0.000e+000 	             	
         3.920	             	  4.271e-001 	
         3.936	  0.000e+000 	             	
         3.984	             	  4.271e-001 	
         4.000	  0.000e+000 	             	
         4.048	             	  4.271e-001 	
         4.064	  0.000e+000 	             	
         4.112	             	  4.271e-001 	
         4.128	  0.000e+000 	             	
         4.192	  0.000e+000 	             	
         4.208	             	  4.271e-001 	
         4.256	  0.000e+000 	             	
         4.272	             	  4.270e-001 	
         4.320	  0.000e+000 	             	
         4.336	             	  4.270e-001 	
         4.384	  0.000e+000 	             	
         4.400	             	  4.269e-001 	
         4.448	  0.000e+000 	             	
         4.464	             	  4.269e-001 	
         4.512	  0.000e+000 	             	
         4.528	             	  4.269e-001 	
         4.592	             	  4.269e-001 	
         4.608	  0.000e+000 	             	
         4.656	             	  4.269e-001 	
         4.672	  0.000e+000 	             	
         4.720	             	  4.269e-001 	
         4.736	  0.000e+000 	             	
         4.784	             	  4.270e-001 	
         4.800	  0.000e+000 	             	
         4.848	             	  4.270e-001 	
         4.864	  0.000e+000 	             	
         4.912	             	  4.270e-001 	
         4.928	  0.000e+000 	             	
         4.992	  0.000e+000 	             	
         5.008	             	  4.270e-001 	
         5.056	  0.000e+000 	             	
         5.072	             	  4.270e-001 	
         5.120	  0.000e+000 	             	
         5.136	             	  4.271e-001 	
         5.184	  0.000e+000 	             	
         5.200	             	  4.272e-001 	
         5.248	  0.000e+000 	             	
         5.264	             	  4.272e-001 	
         5.312	  0.000e+000 	             	
         5.328	             	  4.272e-001 	
         5.392	             	  4.271e-001 	
         5.408	  0.000e+000 	             	
         5.456	             	  4.270e-001 	
         5.472	  0.000e+000 	             	
         5.520	             	  4.270e-001 	
         5.536	  0.000e+000 	             	
         5.584	             	  4.270e-001 	
         5.600	  0.000e+000 	             	
         5.648	             	  4.269e-001 	
         5.664	  0.000e+000 	             	
         5.712	             	  4.269e-001 	
         5.728	  0.000e+000 	             	
         5.792	  0.000e+000 	             	
         5.808	             	  4.269e-001 	
         5.856	  0.000e+000 	             	
         5.872	             	  4.269e-001 	
         5.920	  0.000e+000 	             	
         5.936	             	  4.269e-001 	
         5.984	  0.000e+000 	             	
         6.000	             	  4.270e-001 	
         6.048	  0.000e+000 	             	
         6.064	             	  4.271e-001 	
         6.112	  0.000e+000 	             	
         6.128	             	  4.272e-001 	
         6.192	             	  4.273e-001 	
         6.208	  0.000e+000 	             	
         6.256	             	  4.273e-001 	
         6.272	  0.000e+000 	             	
         6.320	             	  4.273e-001 	
         6.336	  0.000e+000 	             	
         6.384	             	  4.273e-001 	
         6.400	  0.000e+000 	             	
         6.448	             	  4.273e-001 	
         6.464	  0.000e+000 	             	
         6.512	             	  4.272e-001 	
         6.528	  0.000e+000 	             	
         6.592	  0.000e+000 	             	
         6.608	             	  4.272e-001 	
         6.656	  0.000e+000 	             	
         6.672	             	  4.271e-001 	
         6.720	  0.000e+000 	             	
         6.736	             	  4.271e-001 	
         6.784	  0.000e+000 	             	
         6.800	             	  4.270e-001 	
         6.848	  0.000e+000 	             	
         6.864	             	  4.269e-001 	
         6.912	  0.000e+000 	             	
         6.928	             	  4.268e-001 	
         6.992	             	  4.268e-001 	
         7.008	  0.000e+000 	             	
         7.056	             	  4.268e-001 	
         7.072	  0.000e+000 	             	
         7.120	             	  4.268e-001 	
         7.136	  0.000e+000 	             	
         7.184	             	  4.268e-001 	
         7.200	  0.000e+000 	             	
         7.248	             	  4.269e-001 	
         7.264	  0.000e+000 	             	
         7.312	             	  4.269e-001 	
         7.328	  0.000e+000 	             	
         7.392	  0.000e+000 	             	
         7.408	             	  4.269e-001 	
         7.456	  0.000e+000 	             	
         7.472	             	  4.269e-001 	
         7.520	  0.000e+000 	             	
         7.536	             	  4.270e-001 	
         7.584	  0.000e+000 	             	
         7.600	             	  4.271e-001 	
         7.648	  0.000e+000 	             	
         7.664	             	  4.271e-001 	
         7.712	  0.000e+000 	             	
         7.728	             	  4.272e-001 	
         7.792	             	  4.272e-001 	
         7.808	  0.000e+000 	             	
         7.856	             	  4.272e-001 	
         7.872	  0.000e+000 	             	
         7.920	             	  4.271e-001 	
         7.936	  0.000e+000 	             	
         7.984	             	  4.271e-001 	
         8.000	  0.000e+000 	             	
         8.048	             	  4.272e-001 	
         8.064	  0.000e+000 	             	
         8.112	             	  4.272e-001 	
         8.128	  0.000e+000 	             	
         8.192	  0.000e+000 	             	
         8.208	             	  4.273e-001 	
         8.256	  0.000e+000 	             	
         8.272	             	  4.274e-001 	
         8.320	  0.000e+000 	             	
         8.336	             	  4.274e-001 	
         8.384	  0.000e+000 	             	
         8.400	             	  4.274e-001 	
         8.448	  0.000e+000 	             	
         8.464	             	  4.275e-001 	
         8.512	  0.000e+000 	             	
         8.528	             	  4.276e-001 	
         8.592	             	  4.276e-001 	
         8.608	  0.000e+000 	             	
         8.656	             	  4.277e-001 	
         8.672	  0.000e+000 	             	
         8.720	             	  4.276e-001 	
         8.736	  0.000e+000 	             	
         8.784	             	  4.276e-001 	
         8.800	  0.000e+000 	             	
         8.848	             	  4.275e-001 	
         8.864	  0.000e+000 	             	
         8.912	             	  4.276e-001 	
         8.928	  0.000e+000 	             	
         8.992	  0.000e+000 	             	
         9.008	             	  4.276e-001 	
         9.056	  0.000e+000 	             	
         9.072	             	  4.277e-001 	
         9.120	  0.000e+000 	             	
         9.136	             	  4.277e-001 	
         9.184	  0.000e+000 	             	
         9.200	             	  4.277e-001 	
         9.248	  0.000e+000 	             	
         9.264	             	  4.278e-001 	
         9.312	  0.000e+000 	             	
         9.328	             	  4.279e-001 	
         9.392	             	  4.280e-001 	
         9.408	  0.000e+000 	             	
         9.456	             	  4.280e-001 	
         9.472	  0.000e+000 	             	
         9.520	             	  4.279e-001 	
         9.536	  0.000e+000 	             	
         9.584	             	  4.279e-001 	
         9.600	  0.000e+000 	             	
         9.648	             	  4.279e-001 	
         9.664	  0.000e+000 	             	
         9.712	             	  4.278e-001 	
         9.728	  0.000e+000 	             	
         9.792	  0.000e+000 	             	
         9.808	             	  4.278e-001 	
         9.856	  0.000e+000 	             	
         9.872	             	  4.279e-001 	
         9.920	  0.000e+000 	             	
         9.936	             	  4.279e-001 	
         9.984	  0.000e+000 	             	
        10.000	             	  4.280e-001 	
        10.048	  0.000e+000 	             	
        10.064	             	  4.281e-001 	
        10.112	  0.000e+000 	             	
        10.128	             	  4.281e-001 	
        10.192	             	  4.282e-001 	
        10.208	  0.000e+000 	             	
        10.256	             	  4.281e-001 	
        10.272	  0.000e+000 	             	
        10.320	             	  4.281e-001 	
        10.336	  0.000e+000 	             	
        10.384	             	  4.281e-001 	
        10.400	  0.000e+000 	             	
        10.448	             	  4.281e-001 	
        10.464	  0.000e+000 	             	
        10.512	             	  4.281e-001 	
        10.528	  0.000e+000 	             	
        10.576	             	  4.281e-001 	
        10.592	  0.000e+000 	             	
        10.656	  0.000e+000 	             	
        10.672	             	  4.281e-001 	
        10.720	  0.000e+000 	             	
        10.736	             	  4.280e-001 	
        10.784	  0.000e+000 	             	
        10.800	             	  4.280e-001 	
        10.848	  0.000e+000 	             	
        10.864	             	  4.280e-001 	
        10.912	  0.000e+000 	             	
        10.928	             	  4.281e-001 	
        10.992	             	  4.281e-001 	
        11.008	  0.000e+000 	             	
        11.056	             	  4.280e-001 	
        11.072	  0.000e+000 	             	
        11.120	             	  4.280e-001 	
        11.136	  0.000e+000 	             	
        11.184	             	  4.279e-001 	
        11.200	  0.000e+000 	             	
        11.248	             	  4.279e-001 	
        11.264	  0.000e+000 	             	
        11.312	             	  4.279e-001 	
        11.328	  0.000e+000 	             	
        11.376	             	  4.279e-001 	
        11.392	  0.000e+000 	             	
        11.456	  0.000e+000 	             	
        11.472	             	  4.279e-001 	
        11.520	  0.000e+000 	             	
        11.536	             	  4.279e-001 	
        11.583	  0.000e+000 	             	
        11.600	             	  4.278e-001 	
        11.648	  0.000e+000 	             	
        11.664	             	  4.279e-001 	
        11.712	  0.000e+000 	             	
        11.728	             	  4.279e-001 	
        11.791	             	  4.278e-001 	
        11.808	  0.000e+000 	             	
        11.856	             	  4.278e-001 	
        11.872	  0.000e+000 	             	
        11.920	             	  4.277e-001 	
        11.936	  0.000e+000 	             	
        11.984	             	  4.277e-001 	
        12.000	  0.000e+000 	             	
        12.047	             	  4.277e-001 	
        12.064	  0.000e+000 	             	
        12.112	             	  4.277e-001 	
        12.128	  0.000e+000 	             	
        12.176	             	  4.278e-001 	
        12.191	  0.000e+000 	             	
        12.256	  0.000e+000 	             	
        12.272	             	  4.279e-001 	
        12.320	  0.000e+000 	             	
        12.335	             	  4.279e-001 	
        12.383	  0.000e+000 	             	
        12.399	             	  4.280e-001 	
        12.447	  0.000e+000 	             	
        12.464	             	  4.280e-001 	
        12.512	  0.000e+000 	             	
        12.528	             	  4.281e-001 	
        12.576	  0.000e+000 	             	
        12.591	             	  4.282e-001 	
        12.655	             	  4.282e-001 	
        12.671	  0.000e+000 	             	
        12.720	             	  4.282e-001 	
        12.735	  0.000e+000 	             	
        12.783	             	  4.282e-001 	
        12.800	  0.000e+000 	             	
        12.847	             	  4.281e-001 	
        12.863	  0.000e+000 	             	
        12.911	             	  4.282e-001 	
        12.928	  0.000e+000 	             	
        12.975	             	  4.282e-001 	
        12.991	  0.000e+000 	             	
        13.055	  0.000e+000 	             	
        13.071	             	  4.283e-001 	
        13.119	  0.000e+000 	             	
        13.135	             	  4.283e-001 	
        13.184	  0.000e+000 	             	
        13.199	             	  4.282e-001 	
        13.247	  0.000e+000 	             	
        13.263	             	  4.281e-001 	
        13.311	  0.000e+000 	             	
        13.327	             	  4.281e-001 	
        13.376	  0.000e+000 	             	
        13.391	             	  4.282e-001 	
        13.455	             	  4.283e-001 	
        13.472	  0.000e+000 	             	
        13.519	             	  4.283e-001 	
        13.535	  0.000e+000 	             	
        13.584	             	  4.284e-001 	
        13.600	  0.000e+000 	             	
        13.648	             	  4.284e-001 	
        13.664	  0.000e+000 	             	
        13.712	             	  4.284e-001 	
        13.729	  0.000e+000 	             	
        13.776	             	  4.284e-001 	
        13.792	  0.000e+000 	             	
        13.856	  0.000e+000 	             	
        13.872	             	  4.284e-001 	
        13.920	  0.000e+000 	             	
        13.936	             	  4.284e-001 	
        13.984	  0.000e+000 	             	
        14.000	             	  4.284e-001 	
        14.049	  0.000e+000 	             	
        14.064	             	  4.284e-001 	
        14.112	  0.000e+000 	             	
        14.129	             	  4.284e-001 	
        14.177	  0.000e+000 	             	
        14.192	             	  4.284e-001 	
