;PC Software:StarLab Version 2.10 Build 25
;Logged:23/09/2022 at 16:30:58
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:.8-6
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 23/09/2022 at 16:30:59.011000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  3.010e-003 	             	
         0.055	             	  5.070e-001 	
         0.064	  3.010e-003 	             	
         0.119	             	  5.070e-001 	
         0.128	  3.000e-003 	             	
         0.183	             	  5.070e-001 	
         0.192	  3.010e-003 	             	
         0.247	             	  5.070e-001 	
         0.256	  3.000e-003 	             	
         0.311	             	  5.070e-001 	
         0.320	  3.020e-003 	             	
         0.384	  3.010e-003 	             	
         0.407	             	  5.070e-001 	
         0.448	  3.010e-003 	             	
         0.471	             	  5.070e-001 	
         0.535	             	  5.070e-001 	
         0.544	  3.020e-003 	             	
         0.599	             	  5.070e-001 	
         0.608	  3.020e-003 	             	
         0.663	             	  5.070e-001 	
         0.672	  3.010e-003 	             	
         0.727	             	  5.070e-001 	
         0.736	  3.020e-003 	             	
         0.791	             	  5.070e-001 	
         0.800	  3.000e-003 	             	
         0.855	             	  5.070e-001 	
         0.864	  3.010e-003 	             	
         0.919	             	  5.070e-001 	
         0.928	  3.020e-003 	             	
         0.983	             	  5.070e-001 	
         0.992	  3.000e-003 	             	
         1.047	             	  5.070e-001 	
         1.056	  3.000e-003 	             	
         1.111	             	  5.070e-001 	
         1.120	  3.020e-003 	             	
         1.184	  3.000e-003 	             	
         1.207	             	  5.070e-001 	
         1.248	  3.020e-003 	             	
         1.271	             	  5.070e-001 	
         1.335	             	  5.070e-001 	
         1.344	  3.010e-003 	             	
         1.399	             	  5.070e-001 	
         1.408	  3.010e-003 	             	
         1.463	             	  5.070e-001 	
         1.472	  3.010e-003 	             	
         1.526	             	  5.070e-001 	
         1.536	  3.010e-003 	             	
         1.591	             	  5.070e-001 	
         1.600	  3.010e-003 	             	
         1.655	             	  5.070e-001 	
         1.664	  3.010e-003 	             	
         1.719	             	  5.070e-001 	
         1.728	  2.990e-003 	             	
         1.783	             	  5.070e-001 	
         1.792	  3.010e-003 	             	
         1.847	             	  5.070e-001 	
         1.856	  3.020e-003 	             	
         1.911	             	  5.070e-001 	
         1.920	  3.000e-003 	             	
         1.984	  3.010e-003 	             	
         2.007	             	  5.070e-001 	
         2.048	  3.020e-003 	             	
         2.071	             	  5.070e-001 	
         2.135	             	  5.070e-001 	
         2.144	  3.020e-003 	             	
         2.198	             	  5.070e-001 	
         2.208	  3.010e-003 	             	
         2.263	             	  5.070e-001 	
         2.272	  3.010e-003 	             	
         2.326	             	  5.070e-001 	
         2.336	  3.020e-003 	             	
         2.390	             	  5.070e-001 	
         2.400	  3.020e-003 	             	
         2.455	             	  5.070e-001 	
         2.464	  3.020e-003 	             	
         2.519	             	  5.070e-001 	
         2.528	  3.030e-003 	             	
         2.583	             	  5.070e-001 	
         2.592	  3.080e-003 	             	
         2.646	             	  5.070e-001 	
         2.656	  3.090e-003 	             	
         2.711	             	  5.070e-001 	
         2.720	  3.120e-003 	             	
         2.784	  3.130e-003 	             	
         2.806	             	  5.070e-001 	
         2.848	  3.120e-003 	             	
         2.870	             	  5.070e-001 	
         2.935	             	  5.070e-001 	
         2.944	  3.120e-003 	             	
         2.998	             	  5.070e-001 	
         3.008	  3.130e-003 	             	
         3.063	             	  5.070e-001 	
         3.072	  3.130e-003 	             	
         3.127	             	  5.070e-001 	
         3.136	  3.120e-003 	             	
         3.190	             	  5.070e-001 	
         3.200	  3.120e-003 	             	
         3.254	             	  5.070e-001 	
         3.264	  3.110e-003 	             	
         3.318	             	  5.070e-001 	
         3.328	  3.100e-003 	             	
         3.382	             	  5.070e-001 	
         3.392	  3.090e-003 	             	
         3.446	             	  5.070e-001 	
         3.456	  3.070e-003 	             	
         3.510	             	  5.070e-001 	
         3.520	  3.050e-003 	             	
         3.584	  3.050e-003 	             	
         3.606	             	  5.070e-001 	
         3.648	  3.050e-003 	             	
         3.670	             	  5.070e-001 	
         3.735	             	  5.070e-001 	
         3.744	  3.040e-003 	             	
         3.798	             	  5.070e-001 	
         3.808	  3.040e-003 	             	
         3.862	             	  5.070e-001 	
         3.872	  3.050e-003 	             	
         3.926	             	  5.070e-001 	
         3.936	  3.020e-003 	             	
         3.990	             	  5.070e-001 	
         4.000	  3.040e-003 	             	
         4.054	             	  5.070e-001 	
         4.064	  3.010e-003 	             	
         4.118	             	  5.070e-001 	
         4.128	  3.030e-003 	             	
         4.182	             	  5.070e-001 	
         4.192	  3.030e-003 	             	
         4.246	             	  5.070e-001 	
         4.256	  3.010e-003 	             	
         4.310	             	  5.070e-001 	
         4.320	  3.020e-003 	             	
         4.384	  3.010e-003 	             	
         4.406	             	  5.070e-001 	
         4.448	  3.020e-003 	             	
         4.470	             	  5.070e-001 	
         4.534	             	  5.070e-001 	
         4.544	  3.000e-003 	             	
         4.598	             	  5.070e-001 	
         4.608	  3.000e-003 	             	
         4.662	             	  5.070e-001 	
         4.672	  3.020e-003 	             	
         4.726	             	  5.070e-001 	
         4.736	  3.000e-003 	             	
         4.791	             	  5.070e-001 	
         4.800	  3.000e-003 	             	
         4.854	             	  5.070e-001 	
         4.864	  3.010e-003 	             	
         4.918	             	  5.070e-001 	
         4.928	  3.030e-003 	             	
         4.982	             	  5.070e-001 	
         4.992	  3.020e-003 	             	
         5.046	             	  5.070e-001 	
         5.056	  3.040e-003 	             	
         5.110	             	  5.070e-001 	
         5.120	  3.050e-003 	             	
         5.184	  3.030e-003 	             	
         5.206	             	  5.070e-001 	
         5.248	  3.030e-003 	             	
         5.270	             	  5.070e-001 	
         5.334	             	  5.070e-001 	
         5.344	  3.050e-003 	             	
         5.398	             	  5.070e-001 	
         5.408	  3.050e-003 	             	
         5.462	             	  5.070e-001 	
         5.472	  3.050e-003 	             	
         5.526	             	  5.070e-001 	
         5.536	  3.060e-003 	             	
         5.590	             	  5.070e-001 	
         5.600	  3.090e-003 	             	
         5.654	             	  5.070e-001 	
         5.664	  3.100e-003 	             	
         5.719	             	  5.070e-001 	
         5.728	  3.110e-003 	             	
         5.782	             	  5.080e-001 	
         5.792	  3.160e-003 	             	
         5.846	             	  5.080e-001 	
         5.856	  3.160e-003 	             	
         5.910	             	  5.080e-001 	
         5.920	  3.180e-003 	             	
         5.985	  3.190e-003 	             	
         6.007	             	  5.070e-001 	
         6.049	  3.170e-003 	             	
         6.071	             	  5.070e-001 	
         6.135	             	  5.070e-001 	
         6.145	  3.190e-003 	             	
         6.199	             	  5.070e-001 	
         6.209	  3.190e-003 	             	
         6.263	             	  5.070e-001 	
         6.273	  3.200e-003 	             	
         6.327	             	  5.070e-001 	
         6.337	  3.210e-003 	             	
         6.391	             	  5.070e-001 	
         6.401	  3.200e-003 	             	
         6.455	             	  5.070e-001 	
         6.465	  3.230e-003 	             	
         6.519	             	  5.070e-001 	
         6.529	  3.230e-003 	             	
         6.583	             	  5.070e-001 	
         6.593	  3.240e-003 	             	
         6.647	             	  5.070e-001 	
         6.657	  3.250e-003 	             	
         6.711	             	  5.070e-001 	
         6.721	  3.290e-003 	             	
         6.785	  3.280e-003 	             	
         6.807	             	  5.070e-001 	
         6.849	  3.290e-003 	             	
         6.871	             	  5.070e-001 	
         6.935	             	  5.070e-001 	
         6.945	  3.290e-003 	             	
         6.999	             	  5.070e-001 	
         7.009	  3.300e-003 	             	
         7.063	             	  5.080e-001 	
         7.073	  3.300e-003 	             	
         7.127	             	  5.070e-001 	
         7.137	  3.310e-003 	             	
         7.191	             	  5.080e-001 	
         7.201	  3.310e-003 	             	
