;PC Software:StarLab Version 2.10 Build 25
;Logged:20/09/2022 at 16:34:59
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Nova II Photodiode PD300-3W-v1 (s/n:763106)  NN2.52 (s/n:767396)
;Channel B:Vega Thermopile 10A-V1.1 (s/n:693380)  VG2.44 (s/n:858327)

;Channel A:Details
;Name:PD300-3W-v1
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:1064
;Settings:Range:AUTO
;Settings:Filter:IN

;Channel B:Details
;Name:10A-V1.1
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Laser:.8-6
;Settings:Range:AUTO
;--------------------


;First Pulse Arrived : 20/09/2022 at 16:35:00.153000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  4.530e-003 	             	
         0.002	             	  5.100e-001 	
         0.064	  4.520e-003 	             	
         0.066	             	  5.100e-001 	
         0.128	  4.530e-003 	             	
         0.130	             	  5.100e-001 	
         0.192	  4.530e-003 	             	
         0.194	             	  5.100e-001 	
         0.256	  4.540e-003 	             	
         0.258	             	  5.100e-001 	
         0.320	  4.530e-003 	             	
         0.322	             	  5.100e-001 	
         0.383	  4.540e-003 	             	
         0.386	             	  5.100e-001 	
         0.447	  4.540e-003 	             	
         0.450	             	  5.100e-001 	
         0.511	  4.520e-003 	             	
         0.514	             	  5.100e-001 	
         0.576	  4.520e-003 	             	
         0.578	             	  5.100e-001 	
         0.640	  4.530e-003 	             	
         0.674	             	  5.100e-001 	
         0.736	  4.550e-003 	             	
         0.738	             	  5.100e-001 	
         0.800	  4.530e-003 	             	
         0.802	             	  5.100e-001 	
         0.863	  4.520e-003 	             	
         0.866	             	  5.100e-001 	
         0.927	  4.510e-003 	             	
         0.930	             	  5.100e-001 	
         0.991	  4.530e-003 	             	
         0.994	             	  5.100e-001 	
         1.056	  4.550e-003 	             	
         1.058	             	  5.100e-001 	
         1.119	  4.520e-003 	             	
         1.122	             	  5.100e-001 	
